Date,Adj Close,Close,High,Low,Open,Volume
,VTI,VTI,VTI,VTI,VTI,VTI
2006-04-03,45.663082122802734,64.76499938964844,65.29499816894531,64.69999694824219,64.94999694824219,173400
2006-04-04,45.92747116088867,65.13999938964844,65.21499633789062,64.61499786376953,64.875,207000
2006-04-05,46.09669494628906,65.37999725341797,65.49500274658203,65.05999755859375,65.18000030517578,317200
2006-04-06,46.07551193237305,65.3499984741211,65.48999786376953,65.0,65.38500213623047,223000
2006-04-07,45.58198547363281,64.6500015258789,65.62999725341797,64.58000183105469,65.49500274658203,276600
2006-04-10,45.64190673828125,64.73500061035156,64.93499755859375,64.50499725341797,64.8499984741211,381200
2006-04-11,45.229454040527344,64.1500015258789,64.8949966430664,63.939998626708984,64.88500213623047,453600
2006-04-12,45.32112121582031,64.27999877929688,64.375,64.12000274658203,64.19499969482422,346800
2006-04-13,45.31053161621094,64.26499938964844,64.46499633789062,63.9900016784668,64.05000305175781,322200
2006-04-17,45.240047454833984,64.16500091552734,64.51000213623047,63.904998779296875,64.18000030517578,211600
2006-04-18,46.019100189208984,65.2699966430664,65.3949966430664,64.41999816894531,64.43000030517578,369600
2006-04-19,46.156612396240234,65.46499633789062,65.55500030517578,65.11000061035156,65.3499984741211,508200
2006-04-20,46.220062255859375,65.55500030517578,65.91500091552734,65.29000091552734,65.44000244140625,115800
2006-04-21,46.19892501831055,65.5250015258789,65.9000015258789,65.30500030517578,65.88999938964844,704200
2006-04-24,46.064937591552734,65.33499908447266,65.46499633789062,65.12999725341797,65.46499633789062,196000
2006-04-25,45.91687774658203,65.125,65.5,64.93000030517578,65.36499786376953,158800
2006-04-26,45.92747116088867,65.13999938964844,65.5250015258789,65.08499908447266,65.25499725341797,260400
2006-04-27,46.06145095825195,65.33000183105469,65.68499755859375,64.66999816894531,64.73999786376953,313200
2006-04-28,46.14957046508789,65.45500183105469,65.66999816894531,65.25499725341797,65.30000305175781,155400
2006-05-01,45.92747116088867,65.13999938964844,65.75,65.09500122070312,65.73500061035156,403400
2006-05-02,46.19892501831055,65.5250015258789,65.55000305175781,65.30000305175781,65.46499633789062,188600
2006-05-03,46.064937591552734,65.33499908447266,65.53500366210938,65.12999725341797,65.4800033569336,196000
2006-05-04,46.27998733520508,65.63999938964844,65.7300033569336,65.42500305175781,65.6449966430664,245800
2006-05-05,46.674827575683594,66.19999694824219,66.37999725341797,65.87000274658203,65.87000274658203,428800
2006-05-08,46.71713638305664,66.26000213623047,66.38500213623047,66.18499755859375,66.23500061035156,267800
2006-05-09,46.71359634399414,66.25499725341797,66.37000274658203,66.17500305175781,66.23500061035156,577200
2006-05-10,46.65016555786133,66.16500091552734,66.29000091552734,65.90499877929688,66.23999786376953,677600
2006-05-11,46.04730987548828,65.30999755859375,66.04000091552734,65.19499969482422,66.02999877929688,310200
2006-05-12,45.43040084838867,64.43499755859375,65.18499755859375,64.42500305175781,65.0,431600
2006-05-15,45.47975540161133,64.50499725341797,64.55500030517578,64.00499725341797,64.20500183105469,304400
2006-05-16,45.33522415161133,64.30000305175781,64.66999816894531,64.21499633789062,64.625,786400
2006-05-17,44.506771087646484,63.125,64.20999908447266,63.125,64.0250015258789,654400
2006-05-18,44.29878616333008,62.83000183105469,63.65999984741211,62.779998779296875,63.345001220703125,627600
2006-05-19,44.54908752441406,63.185001373291016,63.42499923706055,62.53499984741211,63.04999923706055,636000
2006-05-22,44.284671783447266,62.810001373291016,63.189998626708984,62.29499816894531,62.779998779296875,405600
2006-05-23,43.939208984375,62.31999969482422,63.47999954223633,62.310001373291016,63.42499923706055,2607000
2006-05-24,44.09079360961914,62.53499984741211,62.96500015258789,61.86000061035156,62.31999969482422,788000
2006-05-25,44.70066833496094,63.400001525878906,63.400001525878906,62.79499816894531,63.0,282400
2006-05-26,44.954471588134766,63.7599983215332,63.775001525878906,63.375,63.61000061035156,350800
2006-05-30,44.14015197753906,62.60499954223633,63.70500183105469,62.60499954223633,63.70500183105469,415400
2006-05-31,44.66188430786133,63.345001220703125,63.345001220703125,62.845001220703125,62.95000076293945,402600
2006-06-01,45.229454040527344,64.1500015258789,64.1500015258789,63.22999954223633,63.349998474121094,246000
2006-06-02,45.31761169433594,64.2750015258789,64.5,63.915000915527344,64.45999908447266,370600
2006-06-05,44.55613708496094,63.19499969482422,64.12000274658203,63.040000915527344,64.0250015258789,275200
2006-06-06,44.355194091796875,62.90999984741211,63.36000061035156,62.44499969482422,63.275001525878906,599400
2006-06-07,44.06612014770508,62.5,63.38999938964844,62.5,63.025001525878906,213000
2006-06-08,44.023807525634766,62.439998626708984,62.654998779296875,61.380001068115234,62.275001525878906,996600
2006-06-09,43.854610443115234,62.20000076293945,62.8650016784668,62.185001373291016,62.779998779296875,277200
2006-06-12,43.27997970581055,61.3849983215332,62.55500030517578,61.369998931884766,62.55500030517578,536200
2006-06-13,42.765281677246094,60.654998779296875,61.79999923706055,60.630001068115234,61.334999084472656,1091200
2006-06-14,43.03673553466797,61.040000915527344,61.099998474121094,60.5,60.599998474121094,2880400
2006-06-15,44.03086471557617,62.45000076293945,62.60499954223633,61.310001373291016,61.650001525878906,554000
2006-06-16,43.801719665527344,62.125,62.45000076293945,61.93000030517578,62.45000076293945,415400
2006-06-19,43.361045837402344,61.5,62.44499969482422,61.45500183105469,62.400001525878906,461400
2006-06-20,43.37162399291992,61.51499938964844,61.98500061035156,61.46500015258789,61.54999923706055,2345200
2006-06-21,43.854610443115234,62.20000076293945,62.48500061035156,61.55500030517578,61.67499923706055,226400
2006-06-22,43.6148681640625,61.86000061035156,62.20000076293945,61.665000915527344,62.20000076293945,385800
2006-06-23,43.681854248046875,61.95500183105469,62.334999084472656,61.70000076293945,61.91999816894531,485600
2006-06-26,43.896060943603516,61.9900016784668,62.04499816894531,61.654998779296875,61.95000076293945,277600
2006-06-27,43.47827911376953,61.400001525878906,62.18000030517578,61.400001525878906,61.95000076293945,238600
2006-06-28,43.78630065917969,61.834999084472656,61.834999084472656,61.26499938964844,61.67499923706055,202200
2006-06-29,44.742271423339844,63.185001373291016,63.185001373291016,62.099998474121094,62.099998474121094,400800
2006-06-30,44.721012115478516,63.154998779296875,63.459999084472656,63.029998779296875,63.45500183105469,463000
2006-07-03,45.064453125,63.63999938964844,63.65999984741211,63.290000915527344,63.5,199800
2006-07-05,44.69623947143555,63.119998931884766,63.32500076293945,62.84000015258789,63.2400016784668,324600
2006-07-06,44.841392517089844,63.32500076293945,63.5099983215332,63.099998474121094,63.244998931884766,194000
2006-07-07,44.46962356567383,62.79999923706055,63.3650016784668,62.67499923706055,63.32500076293945,2556200
2006-07-10,44.52275466918945,62.875,63.220001220703125,62.70500183105469,63.0,333400
2006-07-11,44.685604095458984,63.10499954223633,63.150001525878906,62.43000030517578,62.8650016784668,243600
2006-07-12,44.20762252807617,62.43000030517578,63.150001525878906,62.31999969482422,63.1349983215332,227000
2006-07-13,43.549095153808594,61.5,62.25,61.5,62.099998474121094,433400
2006-07-14,43.29417037963867,61.13999938964844,61.53499984741211,60.775001525878906,61.349998474121094,689800
2006-07-17,43.21980285644531,61.03499984741211,61.41999816894531,60.900001525878906,61.060001373291016,489800
2006-07-18,43.3649787902832,61.2400016784668,61.38999938964844,60.51499938964844,61.060001373291016,419600
2006-07-19,44.08015823364258,62.25,62.5,61.43000030517578,61.43000030517578,469400
2006-07-20,43.630523681640625,61.6150016784668,62.525001525878906,61.6150016784668,62.4900016784668,252400
2006-07-21,43.283538818359375,61.125,61.689998626708984,61.084999084472656,61.650001525878906,304600
2006-07-24,44.126197814941406,62.314998626708984,62.33000183105469,61.404998779296875,61.45000076293945,235000
2006-07-25,44.27490234375,62.525001525878906,62.85499954223633,62.1150016784668,62.17499923706055,338200
2006-07-26,44.39527130126953,62.69499969482422,62.95500183105469,62.26499938964844,62.54999923706055,211400
2006-07-27,44.281986236572266,62.53499984741211,63.03499984741211,62.255001068115234,62.974998474121094,223800
2006-07-28,44.671451568603516,63.084999084472656,63.22999954223633,62.560001373291016,62.560001373291016,293600
2006-07-31,44.66790008544922,63.08000183105469,63.19499969482422,62.91999816894531,63.06999969482422,233800
2006-08-01,44.437767028808594,62.755001068115234,62.849998474121094,62.5,62.82500076293945,211400
2006-08-02,44.71747970581055,63.150001525878906,63.40999984741211,62.96500015258789,63.01499938964844,171000
2006-08-03,44.81660842895508,63.290000915527344,63.5,62.68000030517578,62.70000076293945,172000
2006-08-04,44.79537582397461,63.2599983215332,63.98500061035156,62.94499969482422,63.900001525878906,258600
2006-08-07,44.646663665771484,63.04999923706055,63.209999084472656,62.875,63.14500045776367,153200
2006-08-08,44.441307067871094,62.7599983215332,63.400001525878906,62.60499954223633,63.220001220703125,208400
2006-08-09,44.2147102355957,62.439998626708984,63.349998474121094,62.400001525878906,63.209999084472656,314600
2006-08-10,44.384674072265625,62.68000030517578,62.80500030517578,62.17499923706055,62.220001220703125,164000
2006-08-11,44.24656677246094,62.48500061035156,62.69499969482422,62.20500183105469,62.69499969482422,433800
2006-08-14,44.3280029296875,62.599998474121094,63.10499954223633,62.470001220703125,62.875,194800
2006-08-15,44.89451599121094,63.400001525878906,63.48500061035156,62.970001220703125,63.20000076293945,294000
2006-08-16,45.33354187011719,64.0199966430664,64.08000183105469,63.630001068115234,63.665000915527344,292800
2006-08-17,45.43621826171875,64.16500091552734,64.31500244140625,63.8849983215332,63.974998474121094,653400
2006-08-18,45.616783142089844,64.41999816894531,64.41999816894531,63.900001525878906,64.23999786376953,448400
2006-08-21,45.44329833984375,64.17500305175781,64.18499755859375,63.95500183105469,64.08999633789062,278200
